genres,keywords,revenue,title,vote_average,vote_count,cast,director
Thriller Drama,murder investigation,0,The Face of an Angel,4.7,64,Kate Beckinsale Cara Delevingne Daniel Br\u00fchl Ava Acres Corrado Invernizzi,Michael Winterbottom
Action Adventure Animation Comedy Family,showdown gi villain genius alien,80936232,Jimmy Neutron: Boy Genius,5.6,231,Debi Derryberry Megan Cavanagh Mark DeCarlo Jeffrey Garcia Patrick Stewart,John A. Davis
Action Thriller Science Fiction,helicopter monster skyscraper fight camcorder,170764026,Cloverfield,6.4,2251,Lizzy Caplan Jessica Lucas Odette Annable Michael Stahl-David Mike Vogel,Matt Reeves
Science Fiction Adventure Action Comedy Family,crime fighter fight mutant turtle ninja,78000000,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,286,Paige Turco David Warner Michelan Sisti Leif Tilden Kenn Scott,Michael Pressman
Crime Drama History Thriller,white suit al capone tough cop treasury agent untouchable,76270454,The Untouchables,7.6,1384,Kevin Costner Sean Connery Charles Martin Smith Andy Garc\u00eda Robert De Niro,Brian De Palma
Crime Drama Thriller,texas drug traffic hitman united states\u2013mexico barrier suspense,171600000,No Country for Old Men,7.7,3003,Tommy Lee Jones Javier Bardem Josh Brolin Woody Harrelson Kelly Macdonald,Joel Coen
Action Comedy,police operation police officer brother-in-law brother-in-law relationship duringcreditsstinger black men,153997819,Ride Along,6.1,853,Ice Cube Kevin Hart John Leguizamo Bruce McGill Tika Sumpter,Tim Story
Comedy Romance Drama,holiday london england england alcohol sex,281929795,Bridget Jones's Diary,6.5,1356,Ren\u00e9e Zellweger Colin Firth Hugh Grant Gemma Jones Jim Broadbent,Sharon Maguire
Comedy Drama Romance,chocolate mayor praline single mother daughter relationship,152500343,Chocolat,6.8,951,Juliette Binoche Alfred Molina Johnny Depp Judi Dench Leslie Caron,Lasse Hallstr\u00f6m
Comedy,washington d.c. boston chambers of a barrister tierversuch lawyer,124914842,"Legally Blonde 2: Red, White & Blonde",5.1,377,Reese Witherspoon Sally Field Regina King Jennifer Coolidge James Newman,Charles Herman-Wurmfeld
Comedy,,119772232,Parental Guidance,5.7,210,Billy Crystal Bette Midler Marisa Tomei Tom Everett Scott Bailee Madison,Andy Fickman
Comedy Romance,father son relationship casual meeting student of medicine friends valentine,147780440,No Strings Attached,6.1,1331,Natalie Portman Ashton Kutcher Kevin Kline Cary Elwes Greta Gerwig,Ivan Reitman
Action Adventure Drama History Western,retirement wyatt earp right and justice historical figure,56505065,Tombstone,7.4,626,Kurt Russell Val Kilmer Sam Elliott Bill Paxton Powers Boothe,George P. Cosmatos
Action Crime Thriller,martial arts hip-hop oakland asian asian man,91036760,Romeo Must Die,6,330,Jet Li Aaliyah Isaiah Washington Russell Wong DMX,Andrzej Bartkowiak
Horror Thriller,monk prophecy ambassador nanny rottweiler,60922980,The Omen,7.2,476,Gregory Peck Lee Remick David Warner Billie Whitelaw Harvey Stephens,Richard Donner
Horror Mystery,beheading dying and death stroke of fate,117719158,Final Destination 3,5.8,974,Mary Elizabeth Winstead Ryan Merriman Kris Lemche Alexz Johnson Sam Easton,James Wong
Drama Romance,based on novel wife husband relationship photo kennel playing chess,99357138,The Lucky One,6.8,946,Zac Efron Blythe Danner Taylor Schilling Jay R. Ferguson Riley Thomas Stewart,Scott Hicks
Adventure Drama Family,brother sister relationship friendship bullying neighbor school,137587063,Bridge to Terabithia,7,1113,Josh Hutcherson AnnaSophia Robb Robert Patrick Zooey Deschanel Bailee Madison,G\u00e1bor Csup\u00f3
Drama,london england scotland parents kids relationship becoming an adult fantasy,116766556,Finding Neverland,7.2,1223,Johnny Depp Kate Winslet Julie Christie Dustin Hoffman Freddie Highmore,Marc Forster
Comedy Drama,christmas,0,A Madea Christmas,7,35,Tyler Perry Anna Maria Horsford Tika Sumpter Eric Lively Chad Michael Murray,Tyler Perry
Action Drama Thriller,alcohol isolation wolf wilderness forest,77278331,The Grey,6.4,1451,Liam Neeson Dermot Mulroney Frank Grillo Dallas Roberts Joe Anderson,Joe Carnahan
Horror Mystery Thriller,house imaginary friend suspense loss of wife,122644820,Hide and Seek,6.1,440,Robert De Niro Dakota Fanning Famke Janssen Elisabeth Shue Amy Irving,John Polson
Comedy,journalism sexism ladder panda tv show in film,90574188,Anchorman: The Legend of Ron Burgundy,6.7,1493,Will Ferrell Christina Applegate Paul Rudd David Koechner Steve Carell,Adam McKay
Drama Crime,prison based on novel florida 1970s mass murder,46836394,GoodFellas,8.2,3128,Robert De Niro Ray Liotta Joe Pesci Lorraine Bracco Paul Sorvino,Martin Scorsese
Action,spy cia killer robot delinquent teen spy,58795814,Agent Cody Banks,5,284,Frankie Muniz Hilary Duff Angie Harmon Keith David Cynthia Stevenson,Harald Zwart
Fantasy Comedy Family,loss of mother nanny education wizardry children,122489822,Nanny McPhee,6.4,711,Emma Thompson Colin Firth Kelly Macdonald Thomas Brodie-Sangster Eliza Bennett,Kirk Jones
Action Crime Drama Thriller,miami corruption capitalism cuba prohibition,65884703,Scarface,8,2948,Al Pacino Steven Bauer Michelle Pfeiffer Mary Elizabeth Mastrantonio Robert Loggia,Brian De Palma
Action Adventure Comedy,rap music infidelity security camera loss crook,0,Nothing to Lose,6.3,174,Tim Robbins Martin Lawrence John C. McGinley Kelly Preston Irma P. Hall,Steve Oedekerk
Drama History,buddhism japan suicide china suicide attempt,43984230,The Last Emperor,7.4,355,John Lone Peter O'Toole Joan Chen Dennis Dun Ryuichi Sakamoto,Bernardo Bertolucci
Thriller Action Drama Crime,head wound criminal security guard contraband,63100000,Contraband,6.1,770,Mark Wahlberg Kate Beckinsale Ben Foster Giovanni Ribisi J.K. Simmons,Baltasar Korm\u00e1kur
Action Adventure Comedy,prison diamant liberation of prisoners transport of prisoners interview,0,Money Talks,5.9,87,Chris Tucker Charlie Sheen Heather Locklear Paul Sorvino Elise Neal,Brett Ratner
Drama,brother brother relationship deaf-mute american dream fanatic pipeline,77208711,There Will Be Blood,7.9,1537,Daniel Day-Lewis Paul Dano Dillon Freasier Ciar\u00e1n Hinds Kevin J. O'Connor,Paul Thomas Anderson
Animation Adventure Family,sister sister relationship safari wildlife baboon chimpanzee,0,The Wild Thornberrys Movie,5.8,44,Lacey Chabert Tom Kane Cree Summer Tim Curry Lynn Redgrave,Cathy Malkasian
Animation Family,kids and family,0,Rugrats Go Wild,5.6,61,E.G. Daily Nancy Cartwright Kath Soucie Dionne Quan Tim Curry,Norton Virgien
Action Comedy,usa president double life policy and organisations undercover intelligence,41604473,Undercover Brother,5.5,112,Eddie Griffin Chris Kattan Denise Richards Aunjanue Ellis Chi McBride,Malcolm D. Lee
Drama Comedy,holiday female friendship jeans coming of age teenage girl,39053061,The Sisterhood of the Traveling Pants,6.3,386,Amber Tamblyn Alexis Bledel America Ferrera Blake Lively Jenna Boyd,Ken Kwapis
Action Crime Thriller,paris prostitute drug,64437847,Kiss of the Dragon,6.4,298,Jet Li Bridget Fonda Tch\u00e9ky Karyo Max Ryan Ric Young,Chris Nahon
Romance Comedy,virgin nudity college costume yoga,70442940,The House Bunny,5.6,529,Anna Faris Emma Stone Kat Dennings Katharine McPhee Rumer Willis,Fred Wolf
Comedy Romance,,36351350,Beauty Shop,5.4,115,Queen Latifah Alicia Silverstone Andie MacDowell Alfre Woodard Mena Suvari,Bille Woodruff
Drama,baseball sport duringcreditsstinger,38307627,Million Dollar Arm,6.6,259,Jon Hamm Bill Paxton Lake Bell Suraj Sharma Aasif Mandvi,Craig Gillespie
Drama Science Fiction,dystopia black and white based on young adult novel,66980456,The Giver,6.4,1798,Jeff Bridges Meryl Streep Brenton Thwaites Odeya Rush Alexander Skarsg\u00e5rd,Phillip Noyce
Comedy,london england england daughter politician teenage girl,0,What a Girl Wants,5.8,368,Amanda Bynes Colin Firth Kelly Preston Jonathan Pryce Oliver James,Dennie Gordon
Horror Thriller,father son relationship scarecrow peasant farm immortality,63102666,Jeepers Creepers 2,5.5,299,Ray Wise Jonathan Breck Garikayi Mutambirwa Eric Nenninger Josh Hammond,Victor Salva
Comedy Drama Romance,sex aquarium nudity one-night stand bride,59192128,Good Luck Chuck,5.5,444,Dane Cook Jessica Alba Dan Fogler Ellia English Lonny Ross,Mark Helfrich
Action Crime Drama,robbery diamant intelligence bank robber thief,56489558,Cradle 2 the Grave,5.8,236,Jet Li DMX Kelly Hu Anthony Anderson Tom Arnold,Andrzej Bartkowiak
Drama,london england suicide gay poetry aids,41597830,The Hours,7,451,Nicole Kidman Julianne Moore Meryl Streep Stephen Dillane Miranda Richardson,Stephen Daldry
Comedy Drama Family Romance,roommate twin sister sport boarding school twin brother,33889159,She's the Man,6.4,671,Amanda Bynes Channing Tatum Laura Ramsey Vinnie Jones David Cross,Andy Fickman
Family Comedy,holiday france film director chaos clumsy fellow,229736344,Mr. Bean's Holiday,6.1,663,Rowan Atkinson Max Baldry Emma de Caunes Willem Dafoe Karel Roden,Steve Bendelack
Adventure Action Horror Science Fiction Thriller,snake expedition traitor research orchid,70992898,Anacondas: The Hunt for the Blood Orchid,4.9,199,Johnny Messner KaDee Strickland Matthew Marsden Nicholas Gonzalez Eugene Byrd,Dwight H. Little
Thriller Crime Drama,,2415472,Blood Ties,6,171,Clive Owen Billy Crudup Marion Cotillard Mila Kunis Zoe Saldana,Guillaume Canet
Drama,date loss of son love at first sight child labour guitar,66122026,August Rush,7.1,797,Freddie Highmore Keri Russell Jonathan Rhys Meyers Terrence Howard Robin Williams,Kirsten Sheridan
Drama History,duke historical figure treason catholic protestant,82150642,Elizabeth,7.1,334,Cate Blanchett Geoffrey Rush Christopher Eccleston Joseph Fiennes Richard Attenborough,Shekhar Kapur
Horror Comedy,route 66 puppet evil doll killer doll killer toys,50671850,Bride of Chucky,5.5,350,Ed Gale Jennifer Tilly Brad Dourif Katherine Heigl Nick Stabile,Ronny Yu
History Action Drama Adventure War,japan world war ii pearl harbor soldier imperial japan,29548291,Tora! Tora! Tora!,6.9,147,Martin Balsam S\u00f4 Yamamura Joseph Cotten Tatsuya Mihashi E.G. Marshall,Richard Fleischer
Adventure Fantasy Drama Comedy Music,pop pop culture pop star,100000000,Spice World,4.7,123,Victoria Beckham Melanie Brown Emma Bunton Melanie Chisholm Geri Halliwell,Bob Spiers
Comedy,babysitter duringcreditsstinger,34942188,The Sitter,5.4,325,Sam Rockwell Jonah Hill Max Records Ari Graynor J.B. Smoove,David Gordon Green
Action Comedy Music,rap music hip-hop,0,Dance Flick,4.7,71,Shoshana Bush Damon Wayans Jr. Essence Atkins Chris Elliott David Alan Grier,Damien Dante Wayans
Drama Crime,prison corruption police brutality prison cell delinquent,28341469,The Shawshank Redemption,8.5,8205,Tim Robbins Morgan Freeman Bob Gunton Clancy Brown Mark Rolston,Frank Darabont
Adventure Comedy,crocodile traffic jam los angeles stolen painting,39438674,Crocodile Dundee in Los Angeles,4.7,146,Paul Hogan Linda Kozlowski Jere Burns Jonathan Banks Alec Wilson,Simon Wincer
Comedy,sport handicap sexual favor star spangled banner bowling team,25023434,Kingpin,6.7,244,Woody Harrelson Randy Quaid Vanessa Angel Bill Murray Chris Elliott,Bobby Farrelly
Thriller Crime Drama,gambling gun professor beating gambler,39171130,The Gambler,5.7,543,Mark Wahlberg John Goodman Brie Larson Michael Kenneth Williams Jessica Lange,Rupert Wyatt
Comedy Drama,suicide drug addiction funeral dysfunctional family based on play,74188937,August: Osage County,6.9,483,Meryl Streep Julia Roberts Chris Cooper Ewan McGregor Margo Martindale,John Wells
Drama Comedy Family,sport figure skating teenage girl teen movie teenager,27645491,Ice Princess,5.9,185,Michelle Trachtenberg Joan Cusack Amy Stewart Hayden Panettiere Kim Cattrall,Tim Fywell
Comedy,new york shyness career flight romantic comedy,42886719,A Lot Like Love,6.5,318,Ashton Kutcher Amanda Peet Aimee Garcia Taryn Manning Ali Larter,Nigel Cole
Comedy Drama History,underdog olympic games ski jump biography sport,46152800,Eddie the Eagle,7.2,661,Taron Egerton Hugh Jackman Christopher Walken Ania Sowinski Mads Sj\u00f8g\u00e5rd Pettersen,Dexter Fletcher
Drama,prison father son relationship homicide begnadigung release from prison,21567853,He Got Game,6.7,134,Denzel Washington Ray Allen Milla Jovovich Rosario Dawson Hill Harper,Spike Lee
Romance Drama Comedy,sex addiction love mental institution patient psychiatrist,22200000,Don Juan DeMarco,6.2,183,Johnny Depp Marlon Brando Faye Dunaway G\u00e9raldine Pailhas Bob Dishy,Jeremy Leven
Drama Romance War,based on novel army love u.s. soldier,114977104,Dear John,6.6,1262,Amanda Seyfried Channing Tatum Henry Thomas Richard Jenkins Scott Porter,Lasse Hallstr\u00f6m
Action Adventure Crime Mystery Thriller,hospital black ops reference to macgyver sucked into jet engine,23580000,The Losers,6.2,515,Jeffrey Dean Morgan Zoe Saldana Chris Evans Idris Elba Columbus Short,Sylvain White
Fantasy Horror Thriller,monster remake creature bathtub teeth,36993168,Don't Be Afraid of the Dark,5.4,341,Katie Holmes Guy Pearce Bailee Madison Alan Dale Jack Thompson,Troy Nixey
Action Thriller Crime,fbi revenge fbi agent,40452643,War,6,414,Jet Li Jason Statham John Lone Devon Aoki Luis Guzm\u00e1n,Philip G. Atwell
Comedy Drama Romance,shyness brother sister relationship business man,17000000,Punch-Drunk Love,6.9,530,Adam Sandler Emily Watson Philip Seymour Hoffman Luis Guzm\u00e1n Mary Lynn Rajskub,Paul Thomas Anderson
Comedy,paris berlin alcohol sex nudity,20796847,EuroTrip,6.5,656,Scott Mechlowicz Jacob Pitts Michelle Trachtenberg Travis Wester Vinnie Jones,Jeff Schaffer
Crime Action Thriller,resistance undercover alcatraz stolen money,0,Half Past Dead,4.6,82,Steven Seagal Morris Chestnut Ja Rule Nia Peeples Claudia Christian,Don Michael Paul
Comedy Family,holiday,0,Unaccompanied Minors,5.4,66,Lewis Black Wilmer Valderrama Tyler James Williams Dyllan Christopher Brett Kelly,Paul Feig
Drama,magazine writer drug fashion show,0,"Bright Lights, Big City",4.7,28,Michael J. Fox Kiefer Sutherland Phoebe Cates Jason Robards Dianne Wiest,James Bridges
Animation Family Fantasy,italy father son relationship pinocchio love school,0,The Adventures of Pinocchio,5,54,Martin Landau Jonathan Taylor Thomas Genevi\u00e8ve Bujold Udo Kier Bebe Neuwirth,Steve Barron
Drama Family,sport,15431177,The Greatest Game Ever Played,6.9,110,Shia LaBeouf Stephen Dillane Josh Flitter Peter Firth Peyton List,Bill Paxton
Thriller Science Fiction,experiment homicide key sacrifice research,33333531,The Box,5.4,597,Cameron Diaz James Marsden Frank Langella Michael Zegen James Rebhorn,Richard Kelly
Drama Horror,maya civilization carnivorous plant canc\u00fan ruins,0,The Ruins,5.6,265,Shawn Ashmore Jonathan Tucker Jena Malone Laura Ramsey Joe Anderson,Carter Smith
Comedy,gay parents kids relationship custody battle flush yoga,24362772,The Next Best Thing,4.3,29,Madonna Rupert Everett Benjamin Bratt Malcolm Stumpf Josef Sommer,John Schlesinger
Drama Horror Mystery Thriller,soul serial killer slasher teenager 3d,19829957,My Soul to Take,5.2,147,Max Thieriot John Magaro Denzel Whitaker Zena Grey Nick Lashaway,Wes Craven
Comedy,porn actor pornographic video high school school party blonde,30411183,The Girl Next Door,6.3,824,Emile Hirsch Elisha Cuthbert Timothy Olyphant James Remar Chris Marquette,Luke Greenfield
Action Adventure Thriller,mistake in person dying and death twin brother russian mafia,51702483,Maximum Risk,5.2,101,Jean-Claude Van Damme Natasha Henstridge Jean-Hugues Anglade Zach Grenier Paul Ben-Victor,Ringo Lam
Action Comedy Drama,robbery fool studies house uncle,0,Stealing Harvard,4.4,46,Jason Lee Tom Green Leslie Mann Dennis Farina John C. McGinley,Bruce McCulloch
Crime Thriller,biography based on true story gangster twins,42972994,Legend,6.7,973,Tom Hardy Emily Browning Christopher Eccleston David Thewlis Taron Egerton,Brian Helgeland
Action Comedy,stuntman step father swimming pool aftercreditsstinger,14334401,Hot Rod,6.3,313,Andy Samberg Isla Fisher Bill Hader Sissy Spacek Danny McBride,Akiva Schaffer
Horror Thriller,shark attack louisiana dirty cop shark aftercreditsstinger,10126458,Shark Night,4.9,132,Sara Paxton Chris Carmack Joel David Moore Chris Zylka Dustin Milligan,David R. Ellis
Drama,emigration irish-american hunger socially deprived family famine,13,Angela's Ashes,7,59,Emily Watson Robert Carlyle Joe Breen Michael Legge Ciaran Owens,Alan Parker
Drama,sport duringcreditsstinger,28831145,Draft Day,6.5,304,Kevin Costner Jennifer Garner Tom Welling Sam Elliott Terry Crews,Ivan Reitman
Fantasy Horror Science Fiction Thriller,space marine vampire flying saucer comet alien,0,Lifeforce,6.2,135,Steve Railsback Peter Firth Frank Finlay Mathilda May Patrick Stewart,Tobe Hooper
Crime Drama History,president history conspiracy lawyer trial,15478800,The Conspirator,6.2,137,Evan Rachel Wood James McAvoy Kevin Kline Robin Wright Alexis Bledel,Robert Redford
Drama,skateboarding success independent film woman director,13411957,Lords of Dogtown,7,210,Emile Hirsch Victor Rasuk Rebecca De Mornay John Robinson Michael Angarano,Catherine Hardwicke
Drama History,mining chile based on true story survival woman director,24902723,The 33,6,378,Antonio Banderas Rodrigo Santoro Juliette Binoche James Brolin Lou Diamond Phillips,Patricia Riggen
